time [ns], J [arb. u.]
5.821940646882293180e+00,2.243291609221871423e-03
5.826942314104701204e+00,4.428356306077151951e-03
5.831943981327108339e+00,6.114875375911541129e-03
5.836945648549516363e+00,8.816924450622131912e-03
5.841947315771923499e+00,4.925553119916539421e-03
5.846948982994330635e+00,3.443452759820150866e-03
5.851950650216738659e+00,1.414421202686961089e-03
5.856952317439145794e+00,7.334863987619393878e-03
5.861953984661553818e+00,9.264990269665122555e-03
5.866955651883960954e+00,8.337253245265052390e-03
5.871957319106368089e+00,5.005834777956212275e-03
5.876958986328776113e+00,6.576799133296481852e-03
5.881960653551183249e+00,5.242372431414705526e-03
5.886962320773590385e+00,2.525882675591798777e-03
5.891963987995998409e+00,9.221903730604334888e-04
5.896965655218405544e+00,7.415694448535456625e-03
5.901967322440812680e+00,2.192783727843010053e-03
5.906968989663220704e+00,1.236229891668775476e-04
5.911970656885627839e+00,6.249374474892400826e-03
5.916972324108035863e+00,2.953310285889112954e-03
5.921973991330442999e+00,9.732123090087948028e-03
5.926975658552850135e+00,9.685265980499915828e-03
5.931977325775258159e+00,7.411039559974921809e-03
5.936978992997665294e+00,9.668441207442535212e-03
5.941980660220073318e+00,9.579647310865109424e-04
5.946982327442480454e+00,9.055080396529703243e-03
5.951983994664887589e+00,1.884869793224000327e-03
5.956985661887295613e+00,1.049256041675019919e-03
5.961987329109702749e+00,3.673385945113442300e-03
5.966988996332109885e+00,7.368227023789168315e-03
5.971990663554517909e+00,6.602989989134723861e-03
5.976992330776925044e+00,6.098656068371238401e-03
5.981993997999332180e+00,9.246637524132043581e-03
5.986995665221740204e+00,6.985213662225540346e-04
5.991997332444147339e+00,6.119231155199703065e-03
5.996998999666555363e+00,9.300920778142471312e-03
6.002000666888962499e+00,3.612201002962542318e-03
6.007002334111369635e+00,4.013775973428455705e-03
6.012004001333777659e+00,4.913721147188302579e-03
6.017005668556184794e+00,4.932103286719665552e-03
6.022007335778592818e+00,7.927103674342189307e-03
6.027009003000999954e+00,2.883422616933599761e-03
6.032010670223407089e+00,2.784880060294925731e-03
6.037012337445815113e+00,6.509498936877605724e-04
6.042014004668222249e+00,8.093781495333856810e-03
6.047015671890629385e+00,5.016712689208478911e-03
6.052017339113037409e+00,3.514495631721589069e-04
6.057019006335444544e+00,5.805185403943989401e-03
6.062020673557851680e+00,7.980521364289448402e-03
6.067022340780259704e+00,3.808716805884829106e-03
6.072024008002666839e+00,5.150233503688897603e-03
6.077025675225074863e+00,4.314914296230637665e-03
6.082027342447481999e+00,4.146818559925481013e-03
6.087029009669889135e+00,3.248273993272198738e-03
6.092030676892297159e+00,2.524582568032099697e-03
6.097032344114704294e+00,3.555950003780462051e-03
6.102034011337112318e+00,2.940768845215734062e-03
6.107035678559519454e+00,1.941549657055852097e-03
6.112037345781926589e+00,1.895911935574680135e-03
6.117039013004334613e+00,4.070889317994997800e-03
6.122040680226741749e+00,5.828933871014799033e-03
6.127042347449148885e+00,6.495619131930902186e-03
6.132044014671556909e+00,5.510005389194929867e-03
6.137045681893964044e+00,9.605256185363236429e-03
6.142047349116371180e+00,2.239147812130560643e-03
6.147049016338779204e+00,7.030731471889676339e-04
6.152050683561186339e+00,5.002490752515818817e-03
6.157052350783594363e+00,8.942207491669507818e-03
6.162054018006001499e+00,3.823331138987809234e-03
6.167055685228408635e+00,2.538699056989307968e-03
6.172057352450816659e+00,4.717312747660992560e-03
6.177059019673223794e+00,6.838043168710240469e-03
6.182060686895631818e+00,4.157997965818703741e-03
6.187062354118038954e+00,6.488463205087651592e-03
6.192064021340446089e+00,1.005060484795026153e-02
6.197065688562854113e+00,6.027796035588359712e-03
6.202067355785261249e+00,7.093056184388687839e-03
6.207069023007668385e+00,5.815516307087574728e-03
6.212070690230076409e+00,5.995089604943238185e-03
6.217072357452483544e+00,9.691344371596516752e-03
6.222074024674890680e+00,1.221988239363857752e-03
6.227075691897298704e+00,5.588575137467684077e-03
6.232077359119705839e+00,4.884198108893617399e-03
6.237079026342113863e+00,9.847715132978386923e-03
6.242080693564520999e+00,6.339515589946863707e-04
6.247082360786928135e+00,7.819902508965260665e-03
6.252084028009336159e+00,2.323535146413896035e-03
6.257085695231743294e+00,6.450468717160619952e-03
6.262087362454151318e+00,3.343326277650690830e-03
6.267089029676558454e+00,5.660590464821001200e-03
6.272090696898965589e+00,7.571064892665669427e-03
6.277092364121373613e+00,8.282701934273405120e-03
6.282094031343780749e+00,7.346736316401319619e-03
6.287095698566187885e+00,3.346715024224266363e-03
6.292097365788595908e+00,2.249242939604681642e-03
6.297099033011003044e+00,8.293124822062463916e-03
6.302100700233410180e+00,8.906256044990403312e-03
6.307102367455818204e+00,9.545375770793674587e-04
6.312104034678225339e+00,6.661640358285321039e-04
6.317105701900633363e+00,2.594949854039598196e-03
6.322107369123040499e+00,1.596507892908532100e-03
6.327109036345447635e+00,3.862191176282015522e-03
6.332110703567855658e+00,7.342390130256017848e-04
6.337112370790262794e+00,9.152543956642620118e-03
6.342114038012670818e+00,7.131164781215453604e-04
6.347115705235077954e+00,6.982296141131057177e-03
6.352117372457485089e+00,3.066924088948125727e-03
6.357119039679893113e+00,1.422582209887257023e-03
6.362120706902300249e+00,6.018762904742610675e-04
6.367122374124707385e+00,8.794532536191440944e-03
6.372124041347115408e+00,4.035640873939711458e-03
6.377125708569522544e+00,2.219161708505710845e-04
6.382127375791929680e+00,9.584413851510162688e-03
6.387129043014337704e+00,9.683331982731115117e-03
6.392130710236744839e+00,3.848072696067047441e-03
6.397132377459152863e+00,7.146966947949989594e-03
6.402134044681559999e+00,9.475935363163802416e-03
6.407135711903967135e+00,8.092919461483610508e-03
6.412137379126375158e+00,6.245322909983756082e-03
6.417139046348782294e+00,8.263318623194369121e-04
6.422140713571190318e+00,3.322097342061138946e-03
6.427142380793597454e+00,9.054603141599653487e-03
6.432144048016004589e+00,4.048518676284970056e-04
6.437145715238412613e+00,4.648784742992130917e-03
6.442147382460819749e+00,9.208683017444692018e-03
6.447149049683226885e+00,7.519363225477723560e-03
6.452150716905634908e+00,6.387636392133660317e-04
6.457152384128042044e+00,1.061147187605220688e-04
6.462154051350449180e+00,5.113578843003177381e-03
6.467155718572857204e+00,9.533658893853923580e-03
6.472157385795264339e+00,7.484716507315251205e-03
6.477159053017672363e+00,6.808479047732551512e-03
6.482160720240079499e+00,1.279978385484620328e-03
6.487162387462486635e+00,5.566294084610045809e-03
6.492164054684894658e+00,1.582641296292592757e-03
6.497165721907301794e+00,3.401486780362183732e-03
6.502167389129709818e+00,9.266007587036211024e-03
6.507169056352116954e+00,3.558910525403293553e-03
6.512170723574524089e+00,8.501916589528526677e-03
6.517172390796932113e+00,6.009285696649708901e-03
6.522174058019339249e+00,1.720095003363763739e-03
6.527175725241746385e+00,4.962866334889866511e-03
6.532177392464154408e+00,9.849435051961688559e-03
6.537179059686561544e+00,1.662963491295479934e-03
6.542180726908968680e+00,3.720568757835717843e-03
6.547182394131376704e+00,6.383608894402091269e-03
6.552184061353783839e+00,5.023009357421314922e-03
6.557185728576191863e+00,8.961363022527582198e-03
6.562187395798598999e+00,3.056413573025653849e-03
6.567189063021006135e+00,3.351766184300189640e-03
6.572190730243414158e+00,9.752438379600962201e-03
6.577192397465821294e+00,6.053634962423572706e-03
6.582194064688229318e+00,5.850986373337671836e-04
6.587195731910636454e+00,8.439099536936512866e-03
6.592197399133043589e+00,1.003970253997590011e-02
6.597199066355451613e+00,4.702645752102980678e-03
6.602200733577858749e+00,3.090946117787899457e-03
6.607202400800265885e+00,8.241749971737091654e-04
6.612204068022673908e+00,6.396491885870028184e-03
6.617205735245081044e+00,5.133897444796508766e-03
6.622207402467488180e+00,2.172109608530770238e-03
6.627209069689896204e+00,8.443575946151393383e-03
6.632210736912303339e+00,8.687070342872157611e-03
6.637212404134711363e+00,5.423268788825688115e-03
6.642214071357118499e+00,2.675015852004177051e-03
6.647215738579525635e+00,2.086862454578521184e-03
6.652217405801933658e+00,9.680508240953409130e-03
6.657219073024340794e+00,3.357427798387364101e-03
6.662220740246748818e+00,2.258104424398511920e-03
6.667222407469155954e+00,6.261084241594901297e-03
6.672224074691563089e+00,8.654446317121479784e-03
6.677225741913971113e+00,8.331085242694899126e-03
6.682227409136378249e+00,4.654935655771860227e-03
6.687229076358785385e+00,8.108779528870116091e-03
6.692230743581193408e+00,3.394224076226503455e-04
6.697232410803600544e+00,8.756083421773133355e-03
6.702234078026007680e+00,2.143970893387799320e-03
6.707235745248415704e+00,4.454787339228622606e-03
6.712237412470822839e+00,6.412985395187503768e-03
6.717239079693230863e+00,9.597048774057306483e-03
6.722240746915637999e+00,2.759347902874061641e-03
6.727242414138045135e+00,8.659581571113659148e-04
6.732244081360453158e+00,2.401447481791560770e-03
6.737245748582860294e+00,6.454774290331237278e-03
6.742247415805268318e+00,4.381477673097857557e-04
6.747249083027675454e+00,8.145916034356010665e-03
6.752250750250082589e+00,1.079119868321278290e-03
6.757252417472490613e+00,5.363180584975728825e-03
6.762254084694897749e+00,8.581365757706840500e-03
6.767255751917304885e+00,3.605877968706186400e-03
6.772257419139712908e+00,6.663855456302241430e-03
6.777259086362120044e+00,4.619023615495139110e-03
6.782260753584527180e+00,6.797929258030735097e-03
6.787262420806935204e+00,7.981876398776590470e-03
6.792264088029342339e+00,9.663902277772126737e-03
6.797265755251750363e+00,8.948746746426376047e-03
6.802267422474157499e+00,5.467410903458957624e-03
6.807269089696564635e+00,7.987818667056847954e-03
6.812270756918972658e+00,9.130307773786585854e-03
6.817272424141379794e+00,6.116279889809770644e-03
6.822274091363787818e+00,7.565952201482016755e-03
6.827275758586194954e+00,7.601615202651326210e-03
6.832277425808602089e+00,7.443606153736631245e-03
6.837279093031010113e+00,7.669692693150853210e-03
6.842280760253417249e+00,6.726729523398380928e-03
6.847282427475824385e+00,1.837828840381715506e-03
6.852284094698232408e+00,8.105861630599387607e-03
6.857285761920639544e+00,6.598413123192425900e-03
6.862287429143046680e+00,9.389051467129415698e-04
6.867289096365454704e+00,1.170334801631518632e-03
6.872290763587861839e+00,8.392854000223919780e-03
6.877292430810269863e+00,8.591361687411725248e-03
6.882294098032676999e+00,5.112653517639532789e-03
6.887295765255084135e+00,5.567761683903257874e-03
6.892297432477492158e+00,2.495955023399872540e-03
6.897299099699899294e+00,3.122666781436748713e-03
6.902300766922307318e+00,7.765893033626131668e-03
6.907302434144714454e+00,9.090625448018628887e-03
6.912304101367121589e+00,1.819117868561285914e-03
6.917305768589529613e+00,3.685471851780088362e-03
6.922307435811936749e+00,1.747764443183036614e-04
6.927309103034343885e+00,1.244971652482221129e-03
6.932310770256751908e+00,3.968451427986751517e-03
6.937312437479159044e+00,3.809637008153401398e-03
6.942314104701566180e+00,8.852674347839649058e-03
6.947315771923974204e+00,8.945849578294818791e-03
6.952317439146381339e+00,2.329212985385964874e-03
6.957319106368789363e+00,2.734527396857175646e-03
6.962320773591196499e+00,8.361958175546109831e-03
6.967322440813603635e+00,6.801248963543491712e-03
6.972324108036011658e+00,3.295947674564243465e-03
6.977325775258418794e+00,4.686443359202525569e-03
6.982327442480826818e+00,8.730118196655796067e-03
6.987329109703233954e+00,7.123002138131912832e-03
6.992330776925641089e+00,2.697709992123265010e-03
6.997332444148049113e+00,5.650777941720840254e-03
7.002334111370456249e+00,2.048925228237606384e-03
7.007335778592863385e+00,5.346644514604441747e-03
7.012337445815271408e+00,5.883630190295242174e-03
7.017339113037678544e+00,2.695499638150822188e-03
7.022340780260085680e+00,2.069389752095141411e-03
7.027342447482493704e+00,4.101373052439352511e-03
7.032344114704900839e+00,1.409801134978330836e-03
7.037345781927308863e+00,7.252892194293931137e-04
7.042347449149715999e+00,5.456124787089426317e-03
7.047349116372123135e+00,9.909878264055026545e-03
7.052350783594531158e+00,4.728120269021467148e-03
7.057352450816938294e+00,2.409170260862817867e-03
7.062354118039346318e+00,2.727244220719034825e-03
7.067355785261753454e+00,2.745186392441931536e-03
7.072357452484160589e+00,6.865068866793234623e-03
7.077359119706568613e+00,6.356461704433647580e-03
7.082360786928975749e+00,4.727010891254927738e-03
7.087362454151382885e+00,9.438330203701513973e-03
7.092364121373790908e+00,3.370267950487782372e-03
7.097365788596198044e+00,5.181862956040505196e-03
7.102367455818605180e+00,1.322051274164698408e-03
7.107369123041013204e+00,2.165567405913945166e-04
7.112370790263420339e+00,6.015041423511734847e-03
7.117372457485828363e+00,9.599843391126423181e-03
7.122374124708235499e+00,7.131120935453425999e-03
7.127375791930642634e+00,1.455004650611279888e-03
7.132377459153050658e+00,2.695022669393832074e-03
7.137379126375457794e+00,8.160596874073408266e-03
7.142380793597865818e+00,8.291709284680473177e-03
7.147382460820272954e+00,5.936852248213315628e-03
7.152384128042680089e+00,8.041825573851170417e-03
7.157385795265088113e+00,6.153098364736691445e-03
7.162387462487495249e+00,4.955840951154976380e-03
7.167389129709902384e+00,8.427130104565763724e-03
7.172390796932310408e+00,3.002329231598044757e-03
7.177392464154717544e+00,6.625890355590969595e-03
7.182394131377124680e+00,1.241488673851356018e-03
7.187395798599532704e+00,5.566547031192834588e-03
7.192397465821939839e+00,2.106056188557219565e-03
7.197399133044347863e+00,9.858154356651877351e-03
7.202400800266754999e+00,2.581490972518760488e-03
7.207402467489162134e+00,5.706531662298279517e-03
7.212404134711570158e+00,8.270070748808758948e-03
7.217405801933977294e+00,9.370918771876641379e-03
7.222407469156385318e+00,9.854104135861546654e-03
7.227409136378792454e+00,7.340267902055682032e-03
7.232410803601199589e+00,7.057472325175146756e-03
7.237412470823607613e+00,3.677980674452524610e-03
7.242414138046014749e+00,5.091339970210419447e-04
7.247415805268421884e+00,2.887090271062399231e-03
7.252417472490829908e+00,1.873998997272949101e-03
7.257419139713237044e+00,1.034184579794700156e-03
7.262420806935644180e+00,1.132279610008550107e-03
7.267422474158052204e+00,9.490852295879512873e-03
7.272424141380459339e+00,1.494760415070371228e-03
7.277425808602867363e+00,3.867139413100847273e-03
7.282427475825274499e+00,4.964142814453985971e-04
7.287429143047681634e+00,1.158237699315046087e-03
7.292430810270089658e+00,6.091567321510255040e-03
7.297432477492496794e+00,7.077991133117064737e-03
7.302434144714904818e+00,2.202904735861356328e-04
7.307435811937311954e+00,9.240949034904082267e-04
7.312437479159719089e+00,5.977666570941475924e-03
7.317439146382127113e+00,9.301573168691582233e-04
7.322440813604534249e+00,8.710924925624875022e-04
7.327442480826941384e+00,4.973097305704567671e-03
7.332444148049349408e+00,7.648693210398039080e-03
7.337445815271756544e+00,3.131105275779147261e-03
7.342447482494163680e+00,9.415079075619474250e-04
7.347449149716571704e+00,5.735134567025412973e-03
7.352450816938978839e+00,6.158463768898545833e-03
7.357452484161386863e+00,5.838949888928802491e-03
7.362454151383793999e+00,3.166969445639520892e-03
7.367455818606201134e+00,5.226217519667162616e-03
7.372457485828609158e+00,8.823804760212692472e-03
7.377459153051016294e+00,5.810043313524046113e-03
7.382460820273424318e+00,9.930327139140250614e-03
7.387462487495831454e+00,6.280639131530513231e-04
7.392464154718238589e+00,5.880090706485168253e-03
7.397465821940646613e+00,1.777304821772850455e-03
7.402467489163053749e+00,2.539543406898045214e-03
7.407469156385460884e+00,1.029098645670136055e-03
7.412470823607868908e+00,7.357110315843394879e-03
7.417472490830276044e+00,1.817469444248471285e-03
7.422474158052683180e+00,5.636336078977948350e-04
7.427475825275091204e+00,8.160404614176755902e-03
7.432477492497498339e+00,9.936947145445496586e-04
7.437479159719906363e+00,9.377895652296876911e-03
7.442480826942313499e+00,1.342713992670144588e-04
7.447482494164720634e+00,6.174970152364506540e-03
7.452484161387128658e+00,4.339328661567896754e-03
7.457485828609535794e+00,3.686355203669377904e-03
7.462487495831943818e+00,7.209634889058094860e-03
7.467489163054350954e+00,8.989022872997550276e-03
7.472490830276758089e+00,4.773398093731808650e-03
7.477492497499166113e+00,4.174306209109126305e-04
7.482494164721573249e+00,5.183339503073839012e-03
7.487495831943980384e+00,7.226008959063259275e-03
7.492497499166388408e+00,1.644328624279220788e-03
7.497499166388795544e+00,2.906853907316064769e-03
7.502500833611202680e+00,9.335821386854669182e-03
7.507502500833610704e+00,5.421508396064063720e-03
7.512504168056017839e+00,6.941903948618804304e-03
7.517505835278425863e+00,8.475639273303681859e-03
7.522507502500832999e+00,2.074722820872892319e-04
7.527509169723240134e+00,9.490019396487260270e-03
7.532510836945648158e+00,7.285144021708983043e-03
7.537512504168055294e+00,2.770355904323835820e-03
7.542514171390463318e+00,1.257940134354137984e-03
7.547515838612870454e+00,7.806389671881883846e-03
7.552517505835277589e+00,5.831276957240668062e-04
7.557519173057685613e+00,8.076541196917393648e-04
7.562520840280092749e+00,4.981673656868187061e-04
7.567522507502499884e+00,2.002716320476253913e-03
7.572524174724907908e+00,9.806559112088228738e-03
7.577525841947315044e+00,3.134921641741772284e-03
7.582527509169722180e+00,3.870924703983475660e-04
7.587529176392130204e+00,9.039918974212910949e-03
7.592530843614537339e+00,4.679206551723442964e-03
7.597532510836945363e+00,3.445699481065466526e-03
7.602534178059352499e+00,7.182266067082909190e-03
7.607535845281759634e+00,1.076764219860573560e-03
7.612537512504167658e+00,9.197677996813438672e-03
7.617539179726574794e+00,1.721905464348202821e-03
7.622540846948982818e+00,6.679357541586504292e-03
7.627542514171389954e+00,6.741924514190198933e-03
7.632544181393797089e+00,5.632248468665372425e-03
7.637545848616205113e+00,5.480991840085625358e-03
7.642547515838612249e+00,1.327358923337634269e-03
7.647549183061019384e+00,2.851896197158408988e-03
7.652550850283427408e+00,3.572170554724318943e-03
7.657552517505834544e+00,3.940065015193910773e-03
7.662554184728241680e+00,2.014374945260069202e-03
7.667555851950649703e+00,2.922541149138932395e-03
7.672557519173056839e+00,8.488630493005466793e-03
7.677559186395464863e+00,6.895210841407118166e-03
7.682560853617871999e+00,7.912353120567297907e-03
7.687562520840279134e+00,2.431963223571350762e-03
7.692564188062687158e+00,7.168692237142088898e-03
7.697565855285094294e+00,5.662689324386294132e-03
7.702567522507502318e+00,5.336555383345323138e-03
7.707569189729909453e+00,5.556348401001788215e-03
7.712570856952316589e+00,4.917994595171310858e-03
7.717572524174724613e+00,2.506566874952860166e-03
7.722574191397131749e+00,3.436747702574012835e-03
7.727575858619538884e+00,2.501244580169188422e-03
7.732577525841946908e+00,5.296735359290065046e-03
7.737579193064354044e+00,8.995585969819119496e-03
7.742580860286761180e+00,3.267309383494020969e-04
7.747582527509169203e+00,2.027015205784058263e-03
7.752584194731576339e+00,1.164348807521695074e-03
7.757585861953984363e+00,4.540492128967615372e-03
7.762587529176391499e+00,2.968558367583891758e-03
7.767589196398798634e+00,9.908242185739442320e-03
7.772590863621206658e+00,9.863715092000109250e-03
7.777592530843613794e+00,4.239321641599034206e-03
7.782594198066021818e+00,2.211184404560040569e-03
7.787595865288428953e+00,4.632086613933428937e-03
7.792597532510836089e+00,8.359035164033662424e-03
7.797599199733244113e+00,5.425266463823943432e-03
7.802600866955651249e+00,1.686284371703282003e-03
7.807602534178058384e+00,6.051169917229598169e-03
7.812604201400466408e+00,4.718267207765061396e-04
7.817605868622873544e+00,1.656980307140924194e-03
7.822607535845280680e+00,3.841028864751846431e-04
7.827609203067688703e+00,1.635214999202766386e-03
7.832610870290095839e+00,6.352187081837191345e-04
7.837612537512503863e+00,2.012911158194524361e-03
7.842614204734910999e+00,9.943642080924675747e-03
7.847615871957318134e+00,8.655056706700147567e-03
7.852617539179726158e+00,5.094166772962662208e-04
7.857619206402133294e+00,6.027620493165363608e-03
7.862620873624541318e+00,3.150395404388920740e-04
7.867622540846948453e+00,5.519932424513296874e-03
7.872624208069355589e+00,5.163619593533924634e-03
7.877625875291763613e+00,4.285697178949537250e-03
7.882627542514170749e+00,1.389190161883692919e-04
7.887629209736577884e+00,1.214576743471302515e-03
7.892630876958985908e+00,2.208259502362860689e-03
7.897632544181393044e+00,5.212015479459550585e-03
7.902634211403800180e+00,5.457147206897250066e-03
7.907635878626208203e+00,1.422329429498406846e-03
7.912637545848615339e+00,7.374680843534495503e-03
7.917639213071023363e+00,4.908408219645186976e-03
7.922640880293430499e+00,4.642340337752094096e-04
7.927642547515837634e+00,4.997691754825036962e-04
7.932644214738245658e+00,6.443439376362459017e-04
7.937645881960652794e+00,8.084228299364089668e-03
7.942647549183060818e+00,6.858017527838514323e-03
7.947649216405467953e+00,6.053155000664773092e-03
7.952650883627875089e+00,4.405107736613008557e-03
7.957652550850283113e+00,4.425080588513460693e-03
7.962654218072690249e+00,1.194635402640577878e-03
7.967655885295097384e+00,3.383683411930746635e-03
7.972657552517505408e+00,3.488677973325846927e-03
7.977659219739912544e+00,2.241670824047683683e-03
7.982660886962319680e+00,8.822087830034842232e-03
7.987662554184727703e+00,2.201211267447952900e-03
7.992664221407134839e+00,2.160699085299837806e-03
7.997665888629542863e+00,2.160349036161678463e-03
8.002667555851949999e+00,9.645494146473749045e-03
8.007669223074357134e+00,3.140013235459641894e-03
8.012670890296764270e+00,1.407042683441646217e-03
8.017672557519173182e+00,4.219956104554974455e-03
8.022674224741580318e+00,4.646197473585068211e-03
8.027675891963987453e+00,4.623904108016491446e-03
8.032677559186394589e+00,8.882680394234091989e-03
8.037679226408801725e+00,6.781365516819472770e-03
8.042680893631210637e+00,8.133609244758994300e-03
8.047682560853617773e+00,1.548174682508454301e-03
8.052684228076024908e+00,8.443621355600100260e-04
8.057685895298432044e+00,3.533193070318962686e-04
8.062687562520839180e+00,5.389346463019385573e-03
8.067689229743246315e+00,4.890688880042171754e-03
8.072690896965655227e+00,7.621571901723425690e-03
8.077692564188062363e+00,6.666137047677232752e-03
8.082694231410469499e+00,5.705207055838603172e-03
8.087695898632876634e+00,7.020416396191416289e-03
8.092697565855283770e+00,3.736489356835775294e-03
8.097699233077692682e+00,3.358360942179801530e-03
8.102700900300099818e+00,8.539956234092083848e-03
8.107702567522506953e+00,1.537153292424174155e-03
8.112704234744914089e+00,4.358256163406541359e-03
8.117705901967321225e+00,5.067005176197628830e-03
8.122707569189728360e+00,8.379659282318960983e-03
8.127709236412137273e+00,2.310551685692015418e-03
8.132710903634544408e+00,1.818420456291178081e-03
8.137712570856951544e+00,6.323150753119522079e-03
8.142714238079358680e+00,2.556132684376152993e-03
8.147715905301765815e+00,5.693920996863703447e-03
8.152717572524174727e+00,7.635654768634082563e-04
8.157719239746581863e+00,6.910744485217511050e-03
8.162720906968988999e+00,5.557302586331859875e-03
8.167722574191396134e+00,6.468526417756669152e-03
8.172724241413803270e+00,6.569790175098913498e-03
8.177725908636212182e+00,3.493093271809321210e-03
8.182727575858619318e+00,6.071182315729187207e-03
8.187729243081026453e+00,5.267071202827795263e-03
8.192730910303433589e+00,8.761992245350801872e-03
8.197732577525840725e+00,9.257658951479397214e-03
8.202734244748249637e+00,1.688903337564648605e-03
8.207735911970656772e+00,8.111223090847627035e-03
8.212737579193063908e+00,6.565896468767519478e-03
8.217739246415471044e+00,5.263969485028862846e-03
8.222740913637878180e+00,1.309305340802286105e-03
8.227742580860285315e+00,1.808580784983953660e-03
8.232744248082694227e+00,9.222783263912622681e-03
8.237745915305101363e+00,2.137207822553970158e-03
8.242747582527508499e+00,9.640953113630017571e-03
8.247749249749915634e+00,9.133968361204315711e-03
8.252750916972322770e+00,1.195582893036524551e-04
8.257752584194731682e+00,4.896303105838852726e-03
8.262754251417138818e+00,7.581928265716468725e-03
8.267755918639545953e+00,6.775460363027096741e-03
8.272757585861953089e+00,2.184824650606533632e-03
8.277759253084360225e+00,1.792606689958134436e-03
8.282760920306767360e+00,8.074250930907689305e-03
8.287762587529176272e+00,6.128560513539414029e-03
8.292764254751583408e+00,4.979522719037684543e-03
8.297765921973990544e+00,2.960002950177795158e-03
8.302767589196397680e+00,1.919958510972199486e-03
8.307769256418804815e+00,2.182009724073331620e-03
8.312770923641213727e+00,9.535498041064387892e-03
8.317772590863620863e+00,2.602057355693303004e-03
8.322774258086027999e+00,6.309695359613558263e-03
8.327775925308435134e+00,5.641174303295829959e-03
8.332777592530842270e+00,9.092469683713643586e-03
8.337779259753251182e+00,2.905963953078009431e-03
8.342780926975658318e+00,2.570452299345184471e-03
8.347782594198065453e+00,9.078766211252324927e-03
8.352784261420472589e+00,8.133952716057667870e-03
8.357785928642879725e+00,7.326499476142383539e-03
8.362787595865288637e+00,8.321765303064079106e-03
8.367789263087695772e+00,1.226864342137434956e-03
8.372790930310102908e+00,5.147615157564038556e-03
8.377792597532510044e+00,4.301034917931149081e-03
8.382794264754917180e+00,2.996240560559583401e-03
8.387795931977324315e+00,2.940435138414253941e-03
8.392797599199733227e+00,8.202177685904884705e-03
8.397799266422140363e+00,6.464628147310334978e-03
8.402800933644547499e+00,9.001968285965755365e-03
8.407802600866954634e+00,4.184226400645767521e-03
8.412804268089361770e+00,4.720520748135997348e-03
8.417805935311770682e+00,1.966990604150075077e-03
8.422807602534177818e+00,4.551351705274170149e-03
8.427809269756584953e+00,7.488535116025269410e-03
8.432810936978992089e+00,1.659785950626028626e-03
8.437812604201399225e+00,7.941128447718010658e-03
8.442814271423806360e+00,7.480478434985903674e-03
8.447815938646215272e+00,6.040572840706470714e-03
8.452817605868622408e+00,4.441107571668202053e-03
8.457819273091029544e+00,1.421417039300894476e-03
8.462820940313436680e+00,8.380668150203038347e-03
8.467822607535843815e+00,5.630468985543046062e-03
8.472824274758252727e+00,3.234237366928097764e-03
8.477825941980659863e+00,4.381744513606309309e-03
8.482827609203066999e+00,9.270091331228580422e-03
8.487829276425474134e+00,6.097150160111540311e-03
8.492830943647881270e+00,4.789940672775071240e-03
8.497832610870290182e+00,5.232423206725382624e-04
8.502834278092697318e+00,4.494309205539515246e-03
8.507835945315104453e+00,3.068236379901901831e-03
8.512837612537511589e+00,6.642967443614268205e-03
8.517839279759918725e+00,2.369410993748277423e-03
8.522840946982327637e+00,3.302183843331360242e-03
8.527842614204734772e+00,7.457204811432621878e-03
8.532844281427141908e+00,7.006997306717906333e-03
8.537845948649549044e+00,1.072371722888567063e-03
8.542847615871956179e+00,8.422762516218569931e-03
8.547849283094363315e+00,7.609458002395983085e-03
8.552850950316772227e+00,2.751763075006594637e-03
8.557852617539179363e+00,1.667512931468946797e-03
8.562854284761586499e+00,5.861565223915273480e-03
8.567855951983993634e+00,6.545341446065507975e-03
8.572857619206400770e+00,5.200555171058075625e-03
8.577859286428809682e+00,2.210524876473714088e-03
8.582860953651216818e+00,7.021957983297640038e-03
8.587862620873623953e+00,1.834091538930656112e-03
8.592864288096031089e+00,4.075011855743984265e-03
8.597865955318438225e+00,5.196466267943177474e-03
8.602867622540845360e+00,3.063617115382931758e-03
8.607869289763254272e+00,2.392344130300132470e-03
8.612870956985661408e+00,7.824840263229855238e-04
8.617872624208068544e+00,9.741035246830788766e-03
8.622874291430475679e+00,3.217041243542791314e-03
8.627875958652882815e+00,1.003850989973792580e-02
8.632877625875291727e+00,8.980323621741831755e-03
8.637879293097698863e+00,9.720479190891374507e-03
8.642880960320105999e+00,5.933019035754849915e-03
8.647882627542513134e+00,3.092027631316218717e-03
8.652884294764920270e+00,7.367262200322443819e-03
8.657885961987329182e+00,5.743854711489831955e-03
8.662887629209736318e+00,2.950884036599444368e-03
8.667889296432143453e+00,9.856958617863603028e-03
8.672890963654550589e+00,7.098310900639059895e-03
8.677892630876957725e+00,9.534195591148420662e-03
8.682894298099366637e+00,3.989381347457732901e-03
8.687895965321773772e+00,3.575981943115332136e-03
8.692897632544180908e+00,3.290525915123240514e-03
8.697899299766588044e+00,7.628502917048925192e-03
8.702900966988995179e+00,4.651671951069420718e-03
8.707902634211402315e+00,1.361308939482129988e-03
8.712904301433811227e+00,7.738003891661920756e-03
8.717905968656218363e+00,8.039186561573038320e-03
8.722907635878625499e+00,6.893155338932391036e-04
8.727909303101032634e+00,3.293085206554429226e-03
